255.200000,75.000000,51.200000,20.000000
255.614680,75.190892,50.241566,18.545935
260.019534,76.908571,48.802784,17.918018
263.161387,75.503107,48.433361,18.373440
267.817498,73.511268,47.083488,18.311342
269.577185,73.403049,47.998966,18.555801
271.448893,74.199510,48.107723,18.078657
274.708424,75.395087,48.055542,18.050158
278.748275,77.258752,47.009357,17.923002
282.183224,71.128388,46.676529,18.051641
283.548442,64.417148,47.016918,18.266031
281.271415,54.806677,45.190365,18.625874
281.298491,49.394178,45.484936,17.706081
282.067431,46.914122,44.568165,18.004337
281.992360,42.245459,44.831444,18.404102
281.912867,40.499855,43.513096,17.734138
280.680560,41.758526,43.407604,18.019165
281.135167,41.904318,43.135590,17.668110
281.080800,45.081645,43.827522,18.003778
282.536605,48.722653,42.414211,18.352011
282.001694,50.895160,43.343384,17.547724
282.291287,53.175511,42.656693,17.682081
281.487878,53.860789,42.487183,17.621675
281.997559,56.007859,42.499947,17.445616
282.946019,56.123773,42.483940,17.282080
284.968890,53.782987,40.368359,17.766424
286.426017,57.487643,40.679440,17.208498
288.053761,61.124152,40.482300,17.459642
288.587704,62.880090,41.076416,17.233068
288.813832,62.849624,40.627480,16.544107
291.142707,60.434395,39.637104,16.951164
291.576848,60.067944,39.979233,16.756378
292.915263,61.689844,40.203022,17.039333
294.558480,59.762759,39.602798,16.507784
296.624142,57.766608,38.558945,16.455950
297.796960,56.999358,38.606224,16.366251
296.042819,56.552736,39.464787,16.687687
296.672765,60.070786,38.368866,16.340912
296.137358,61.720750,38.490215,15.708333
295.331221,61.495065,38.714306,16.908880
297.920831,60.117818,37.362274,15.896437
297.429702,59.775697,37.950962,15.749197
299.342753,63.929136,37.508442,15.952335
299.593457,64.525423,37.488808,15.617856
300.733435,66.772493,37.397884,16.515278
302.368296,70.127107,37.769604,15.855360
304.473582,72.365478,37.052265,16.182604
305.549060,73.829430,37.003429,15.727965
305.785312,75.184160,36.608746,15.585720
306.449265,76.105513,36.641205,15.776599
307.108840,79.123353,36.321522,15.737754
307.766131,80.526164,35.786343,15.384005
307.547662,79.667975,35.943558,15.230898
309.595347,77.991887,35.167889,14.802596
311.867636,79.518241,35.753429,15.535990
315.054389,81.327391,35.083149,15.567828
316.807214,84.312335,35.061119,15.637218
320.653493,86.955983,34.537392,15.394568
321.049477,91.790068,34.689980,15.336277
319.998660,95.936249,34.755169,15.562462
320.830987,97.910026,33.980186,15.487275
319.614640,95.016765,33.988533,15.716111
320.244902,92.317787,34.065060,15.178497
319.629651,88.174571,33.592552,15.206363
318.154609,83.520923,33.582249,15.782907
316.281386,78.482833,33.513966,16.001009
311.401864,72.603156,32.777924,15.282579
309.853156,70.361985,32.316189,15.144278
306.310602,68.409706,31.491674,15.275116
302.352324,66.384867,31.815105,15.022221
298.529122,64.907198,31.412682,14.397403
295.340372,64.267691,31.096312,14.940800
293.256313,64.932146,31.692240,15.065412
291.029706,64.936813,30.591957,14.097062
290.076713,64.726667,31.018267,15.033329
290.057572,66.534506,30.600899,14.587260
289.848702,67.664888,30.635063,14.834637
289.898407,67.605476,30.472750,14.292199
288.980387,68.457554,30.353786,14.456230
287.756815,68.532503,29.633314,13.809133
286.175071,67.155735,29.022419,13.823647
283.951802,64.784893,29.994926,13.764130
283.818027,63.994793,29.655306,13.935043
284.728446,65.302227,29.176327,13.666313
285.706187,65.799655,29.427998,14.398493
285.867002,66.198022,28.385603,14.036252
285.888717,65.953586,29.014095,14.213189
286.830615,66.337494,28.714787,13.984000
287.135864,65.817315,28.540316,14.026320
287.248734,66.217090,28.507080,13.657762
287.769992,65.235782,28.226513,13.434511
287.355305,66.429615,29.497658,13.565689
288.718972,65.796587,27.263451,13.689419
289.594625,65.723685,28.063650,13.477038
289.605524,66.261902,26.848181,13.873619
291.260302,66.454636,25.871769,13.591232
291.085601,66.309614,26.946178,13.951160
290.177527,66.490849,27.748333,13.118018
290.064227,65.009712,26.430531,13.266938
290.862928,67.115784,27.010519,13.128403
292.125030,67.711355,26.269823,13.209370
291.554570,67.343580,24.712219,13.202542
291.850665,66.785586,24.186069,12.531093
289.569999,65.326065,24.825527,12.407556
289.972204,64.677403,25.229048,13.114538
289.390442,64.296250,24.269007,12.804862
290.062609,64.234096,24.081236,12.977854
288.083384,64.318210,24.394855,12.564272
287.003883,63.794102,25.232363,12.520743
287.796266,63.419677,23.671934,12.329484
286.813330,64.030163,25.237148,12.671715
286.781237,65.610439,25.787754,12.561905
287.441754,65.973437,25.173973,12.450891
286.762702,66.402431,25.382488,12.255677
287.273316,67.887338,24.611351,12.108907
288.086717,68.031079,23.057364,12.528579
286.563083,69.452974,24.389475,12.669659
287.031878,69.330121,23.956669,12.879432
284.631281,70.048399,24.224348,12.218868
285.123871,69.564926,24.668039,12.398484
285.538570,70.306273,24.153788,12.263500
284.172663,70.987292,24.408934,11.819521
284.035614,70.851809,25.010515,12.802135
283.679990,72.765546,24.363853,11.307959
284.325492,72.078073,24.467945,11.861448
285.036080,72.471378,24.490227,11.825706
284.367430,73.013681,25.120258,11.399549
283.731611,73.001610,24.384588,12.101989
283.399638,72.172088,24.366077,12.360643
281.755434,71.663231,23.764830,10.805847
281.210320,69.827065,23.986153,11.244289
279.195460,70.656884,23.253948,10.668749
278.561854,70.060647,23.570560,10.829274
278.107609,70.357022,23.454306,11.130889
276.796668,70.526734,24.935623,11.095915
278.159431,70.197773,21.531309,10.931839
277.015052,70.483328,23.660717,11.024654
277.244506,72.069310,24.131672,10.546362
276.840085,71.724977,24.535076,10.608835
276.271455,70.981357,22.927910,10.460424
275.729032,71.239637,23.651941,10.629563
273.398802,70.084592,23.503695,10.406630
270.389735,68.997957,22.889336,10.488603
268.561882,69.156143,24.207045,11.166688
267.124180,66.653761,23.281809,10.082660
265.627993,65.576408,24.407375,9.848431
265.591952,65.036249,24.227283,10.697022
265.295396,65.428362,23.263260,10.066916
264.172554,65.981382,22.722193,9.997623
261.980337,65.651752,22.087877,10.289288
260.227821,65.507401,24.117002,9.941929
260.052676,66.674954,24.117401,9.851405
260.422674,65.953939,23.487997,10.210267
260.584947,67.544434,25.065023,9.926593
262.025744,68.589916,23.828007,9.151920
262.707393,70.075040,23.798170,9.770086
263.343938,71.044823,23.592930,9.590213
263.948711,71.396683,23.265329,9.986958
265.066136,71.842334,23.671646,9.376428
265.502498,70.516551,21.338408,9.903579
265.828377,72.221929,22.534418,8.524796
266.988496,71.681323,21.805794,9.680572
268.783649,73.035469,22.983027,8.418576
269.012235,72.265837,21.988375,9.475032
269.919725,74.222693,23.550951,8.153769
270.815646,74.649565,22.716316,8.842059
272.333371,75.776731,24.143028,8.241586
273.196530,77.227778,24.286865,8.406286
274.801227,78.442736,22.993906,7.915520
275.313560,79.031978,22.806181,7.374520
274.972320,77.509834,23.407049,9.720390
276.248798,79.200449,23.173841,8.460042
275.858263,80.582444,22.965391,8.057688
275.396031,81.876346,23.327206,7.398123
274.836709,81.964625,22.023922,7.533554
274.624752,81.963217,22.964540,7.319468
274.941994,81.666650,22.722240,8.059331
274.535307,82.194341,23.486555,7.926653
274.723363,82.811687,22.384220,7.265471
276.017818,83.847477,21.886679,8.310435
275.665460,83.712768,22.437281,7.987280
275.375984,83.213526,20.991606,8.195862
275.951594,83.730688,20.709709,7.714150
275.085131,84.115630,20.602962,7.721316
275.559736,84.170130,22.263411,8.706566
275.512161,84.529995,21.801836,8.084450
276.500783,84.706489,22.565384,8.001378
275.086910,85.028472,22.922506,8.523652
275.796769,85.879322,22.465210,8.365518
275.723515,84.504667,21.319241,8.560318
276.067976,85.295500,21.524569,8.176788
274.922979,85.398447,22.324682,8.033619
273.837120,84.253268,22.846476,9.083731
274.428551,83.691920,20.349728,8.515925
273.461246,82.921095,20.848368,8.606597
271.656659,81.808578,20.469975,8.790058
271.522764,81.504709,21.644651,8.716606
270.821864,81.479672,19.199486,8.072973
270.551417,79.863772,21.345558,8.836207
267.671510,79.263479,19.854710,8.755672
268.104446,79.994170,21.473345,8.517225
267.218557,78.394828,21.086962,9.417642
266.107932,78.251232,19.680630,8.657215
266.792012,78.797618,20.296261,8.534739
265.864342,78.445652,19.612057,8.266587
264.456622,78.203111,20.971046,8.956029
264.093713,78.102413,21.301636,8.949364
262.981640,77.468772,19.238897,8.950682
264.180353,78.528050,19.448984,8.119700
265.188083,78.518082,19.294954,7.710544
264.492616,77.817526,20.458492,8.265590
263.708094,78.233792,20.972027,8.322860
262.693788,77.142588,21.360453,8.696067
